linkId,roadName,speed_kmh,congestion_level,observed_at
2950151800,서천로143번길,33,,20251029111500
2950151900,서천로143번길,24,,20251029111500
2950152000,서천로,43,,20251029111500
2950152100,서천로,37,,20251029111500
2950152400,종천화산길,31,,20251029111500
2950152500,종천화산길,19,,20251029111500
2950152600,희리산길,40,,20251029111500
2950152700,희리산길,44,,20251029111500
2950153200,옥도로,40,,20251029111500
2950153300,옥도로,34,,20251029111500
2950153400,옥도로,62,,20251029111500
2950153500,옥도로,37,,20251029111500
2950153600,장서로,70,,20251029111500
2950153700,장서로,49,,20251029111500
2950153800,장서로,13,,20251029111500
2950153900,장서로,44,,20251029111500
2950154000,옥산길,36,,20251029111500
2950154100,옥산길,29,,20251029111500
2950154200,장서로,35,,20251029111500
2950154300,장서로,45,,20251029111500
2950154400,장항로,37,,20251029111500
2950154500,장항로,36,,20251029111500
2950154600,-,18,,20251029111500
2950154700,-,18,,20251029111500
2950155000,장서로,25,,20251029111500
2950155100,장서로,36,,20251029111500
2950155200,신화송로,37,,20251029111500
2950155300,신화송로,41,,20251029111500
2950155400,장항산단로34번길,29,,20251029111500
2950155500,장항산단로34번길,27.5,,20251029111500
2950155600,장서로,48,,20251029111500
2950155700,장서로,47,,20251029111500
2950156000,장서로,41,,20251029111500
2950156100,장서로,45,,20251029111500
2950156200,장서로477번길,5,,20251029111500
2950156300,장서로477번길,14,,20251029111500
2950156400,장서로,51,,20251029111500
2950156500,장서로,52,,20251029111500
2950156600,장서로,53,,20251029111500
2950156700,장서로,49,,20251029111500
2950156800,장서로,17,,20251029111500
2950156900,장서로,18,,20251029111500
2950157200,장항공단길,32,,20251029111500
2950157300,장항공단길,45,,20251029111500
2950157400,장항공단길,21,,20251029111500
2950157500,장항공단길,27,,20251029111500
2950157600,장항공단길28번길,23,,20251029111500
2950157700,장항공단길28번길,32,,20251029111500
2950157800,장항공단길60번길,17,,20251029111500
2950157900,장항공단길60번길,28,,20251029111500
2950158000,장항공단길,29,,20251029111500
2950158100,장항공단길,27,,20251029111500
2950158200,장항공단길28번길,25,,20251029111500
2950158300,장항공단길28번길,26,,20251029111500
2950158400,장항공단길28번길,23,,20251029111500
2950158500,장항공단길28번길,3,,20251029111500
2950158600,장항공단길28번길,11,,20251029111500
2950158700,장항공단길28번길,24,,20251029111500
2950158800,장항공단길,22,,20251029111500
2950158900,장항공단길,38,,20251029111500
2950161800,장산로,36,,20251029111500
2950161900,장산로,36,,20251029111500
2950164800,갯벌체험로,52,,20251029111500
2950164900,갯벌체험로,50,,20251029111500
2950165000,당정로,34,,20251029111500
2950165100,당정로,45,,20251029111500
2950165200,송신로,54,,20251029111500
2950165300,송신로,52,,20251029111500
2950165400,송신로,48,,20251029111500
2950165500,송신로,50,,20251029111500
2950165600,마서로,43,,20251029111500
